PDF,1_1_product_name,1_3_producer_of_sds_company_name,1_3_email,2_2_hazard_statements,revision_date
msds_acetone_uk.PDF.pdf,(2H6)Acetone,Carlo Erba Reagenti,MSDS_CER@carloerbareagenti.com,"H225,H319,H319+EUH066,H336,P210,P241,P243,P271,P280,P303+P361+P353,P304+P340,P305+P351+P338,P312,P337+P313,P370+P378,P403+P233,P403+P235,P405,P501",18.07.2011
MSDS_AE00201_v1_en.pdf.pdf,"AE00201 - NADH peroxidase (EC 1.11.1.1), S. faecalis ATCC 11700",NZYTech,info@nzytech.com,"H315,H319,H360,P201,P264,P280,P302+P352,P305+P351+P338,P308+P313,P337+P313,P501",12.08.2020
msds_agilent_fid_mdl_sample_eu.pdf.pdf,"FID MDL Sample, Agilent Part Number 5188-5372",Agilent Technologies Manufacturing GmbH & Co. KG,pdl-msds_author@agilent.com,"H225,H304,H315,H319,H335,H336i,H400,H410",
MSDS_AGMAPURE_EU_1.pdf.pdf,AGMAPURE ,B.M.P. Bulk Medicines & Pharmaceuticals GmbH,bmp@bmp.ag,Section 2 had no codes.,27.03.2015
MSDS_agpure_W50_EN.pdf.pdf,agpure W50 ,RAS AG ,office@ras-ag.com,"H400,H410,P273,P391,P501",
MSDS_AGUAPLAST_LITE_FILL_v3_EN.pdf.pdf,AGUAPLAST LITE FILL,BEISSIER,beissier.laboratorio@beissier.es,"P102,P262,P280B",07.04.2017
MSDS_B_primer_H2O_3kgB.pdf.pdf,B-primer H2O (3kg B) ,Brugs Dak Centrum ,greet@brugsdakcentrum.be,"H315,H318,H412,P101,P102,P103,P264,P273,P280,P302+P352,P305+P351+P338,P310,P321,P332+P313,P363,P501",
msds_b07.pdf.pdf,Ultrafuse BVOH ,BASF SE ,global.info@basf.com,Section 2 had no codes.,07.06.2019
MSDS_BacobanWB_EN.pdf.pdf,Bacoban For Aerospace ,Frasers Aerospace ,contact@alex-fraser.co.uk,Section 2 had no codes.,
MSDS_BAP.001.A.01_Beal_Rope_Cleaner_Safety_Data_Sheet_V04.1.pdf.pdf,BEAL - ROPE CLEANER ,PROVENDI ,contact@provendi.fr,"H315,H319,P102,P305+P351+P338,P332+P313,P337+P313",21.06.2019
MSDS_Bare%20Conductive%20Paint.pdf.pdf,Bare Conductive Paint,Bare Conductive Limited,info@bareconductive.com,Section 2 had no codes.,
MSDS_B-IA-001064_Flavor_NECTAR%20PEACH_EN.pdf.pdf,MOLINBERRY NECTAR PEACH ,CHEMNOVATIC Sp. z o.o. Sp. k,office@chemnovatic.com,Section 2 had no codes.,
MSDS_Biodolomer_ENG.pdf.pdf,Biodolomer ,GAIA BioMaterials AB ,info@gaiabiomaterials.com,Section 2 had no codes.,
MSDS_BIO-PET_Eastlon_CB-602AB_en.pdf.pdf,Eastlon CB-602AB (Bio PET),FKuR Kunststoff GmbH,,Section 2 had no codes.,
MSDS_biosani_H1_E.pdf.pdf,Saniswiss biosanitizer H1 ,Saniswiss SA ,info@saniswiss.ch,"H225,H319,H412,P210,P273,P280,P305+P351+P338,P337+P313,P403+P235",
Msds_Buffer_Solution_PH10.pdf.pdf,BUFFER SOLUTION pH 10 BLUE,Reagent Chemical Services,info@reagent.co.uk,Section 2 had no codes.,23.09.2008
MSDS_Calcium-nitrate-anhydrous-Premium_-en-j2b.pdf.pdf,Calcium nitrate ,"URALCHEM, JSC Kirovo-Chepetsky Khimichesky Kombinat",zmu@kckk.ru,"H272,H302,H318,P210,P220,P264,P270,P280,P301+P312,P305+P351+P338,P310,P330,P370+P378",28.08.2013
MSDS_Capilene_Capilene_W_50_LE.pdf.pdf,Carmel Olefins Ltd. ,Carmel Olefins Ltd,techserv@caol.co.il,Section 2 had no codes.,01.04.2012
msds_carbon_fabrics_combimats_etc_version_01_cp_61.pdf.pdf,"HS carbon, HM carbon, IM carbon",Compositesplaza B.V. ,info@compositesplaza.com,Section 2 not found in PDF.,
MSDS_CelluloseModules_egl.pdf.pdf,FILTROX FILTRODISCTM filter modules,FILTROX AG ,applications@filtrox.com,Section 2 had no codes.,
msds_cf977.pdf.pdf,CF977,Jantex,,Section 2 had no codes.,
msds_circuit_bond_hardener.pdf.pdf,Circuit Bond - Hardener,CircuitMedic ,,"H314,H317,H318,H335,P260,P261,P264,P271,P272,P280,P301+P330+P331,P302+P352,P303+P361+P353,P304+P340,P305+P351+P338,P310,P312,P333+P313,P362+P364,P363,P403+P233,P405,P501",
MSDS_COFFEE_CLEAN.pdf.pdf,COFFEE CLEAN ,AirChem Consumables. Sharjah Airport International Zone (SAIF Zone,airacc@acc.ae,Section 2 had no codes.,23.07.2014
msds_colorfabb_woodfill.pdf.pdf,Fibrolon V 135002 (trial grade),FKuR Kunststoff GmbH,,Section 2 had no codes.,
MSDS_COOL_CONCENTRATE_EN_1.pdf.pdf,COOL CONCENTRATE,MOTOREX AG LANGENTHAL,msds@motorex.com,"H302,H319,P264,P270,P280,P301+P312,P305+P351+P338,P337+P313,P501",21.07.2015
MSDS_COULTR_ODR2000_WASH_SOLUTION.pdf.pdf,Wash Solution,Beckman Coulter Biomedical Limited,CC-Support.ie@beckman.com,Section 2 had no codes.,31.08.2009
MSDS_CPF_IconDry_6700_EN.pdf.pdf,IconDry,DMG Chemisch-Pharmazeutische Fabrik GmbH,info@dmg-dental.com,"H225,P102,P210,P233",13.04.2016
MSDS_CPF_LuxaCore_1010_EN.pdf.pdf,LuxaCore,DMG Chemisch-Pharmazeutische Fabrik GmbH,info@dmg-dental.com,"H317,H318,P302+P352,P305+P351+P338",13.04.2016
MSDS_CPF_Luxatemp_Plus_SDS_US_2020.pdf.pdf,Luxatemp Plus_-Fluorescence_-Solar,DMG America LLC,info@dmg-america.com,"H315,H317,H319,H335,P302+P352,P305+P351+P338",13.04.2016
MSDS_D-6_ENG.pdf.pdf,DUROSTICK D-6 ,DUROSTICK SA,info@durostick.gr,"H315,H317,H318,H335,P101,P102,P103,P261,P280,P302+P352,P304+P340,P305+P351+P338,P310,P501,EUH208",04.06.2014
MSDS_DeadlineBromadiolonePaste.pdf.pdf,Deadline Bromadiolone Paste,Rentokil Initial Supplies,sds@rentokil.com,Section 2 had no codes.,
MSDS_DESINFEKTIONSGEL_50ML.PDF.pdf,EVERFRESH HAND SANITIZER - ALOE VERA 50 ML ,ENDEKS K?MYA A.?. ,info@endekskimya.com,"H225,P210,P305+P351+P338,P370+P378",06.02.2020
MSDS_DIAXYL%20DECOR_EN-20161020-084223.pdf.pdf,"concentration air. gases out If of the reach or vapours subject of children. stops containing XYLENE breathing, Safety particulate (MIXTURE administer (aerosol data OF artificial ISOMERS) sprays, sheet respiration. fumes, mists, Get medical etc.) combined",VITEX - HERMES YANNIDIS BROS S.A,vitexlab@vitex.gr,"H226,H302,H304,H312,H315,H317,H318,H319,H331,H332,H335,H336,H351,H361d,H372,H373,H400,H410,H411,P101,P102,P210,P271,P301+P310,P331,P405,P501,EUH066,EUH208",
MSDS_DimaFix_EN.pdf.pdf,DIMAFIX,DIMA 3D,soporte@dima3d.com,"H222,H222+H229,H229,P101,P102,P103,P210,P211,P251,P271+P260d,P410+P412,P501a",27.10.2016
MSDS_ELECTROLUBE_DGC_Non_flammable_Degreaser_eng.pdf.pdf,DEGREASER C,ELECTROLUBE. A division of,info@hkw.co.uk,Section 2 had no codes.,
MSDS_ELECTROLUBE_ER2220_A_Epoxy_Resin_eng.pdf.pdf,THERMALLY CONDUCTIVE EPOXY 2220A,WENTWORTH LTD,info@hkw.co.uk,Section 2 had no codes.,
MSDS_ELECTROLUBE_ER2220_B_Epoxy_Resin_eng.pdf.pdf,THERMALLY CONDUCTIVE EPOXY 2220B,WENTWORTH LTD,info@hkw.co.uk,Section 2 had no codes.,
MSDS_ELECTROLUBE_HFFR_Hexane_Free_Flux_Remover_eng.pdf.pdf,HEXANE FREE FLUX REMOVER,WENTWORTH LTD,info@hkw.co.uk,Section 2 had no codes.,
MSDS_EN.pdf.pdf,Elastic polyurethane foam. ,CIECH PIANKI Sp. z o.o. ,,Section 2 not found in PDF.,
msds_en_111503_msds_deco_cire_b_component_v01_en.pdf.pdf,B COMPONENT OF DECO CIRE ,Berling S.A,info@berling.gr,Section 2 had no codes.,
MSDS_EN_157500_Bio-Cut%20liquid%20%28GB%29.pdf.pdf,Bio-Cut liquid (GB),WEICON GmbH & Co. KG,info@weicon.de,Section 2 had no codes.,
MSDS_EN_QUICK-RALLY-BLACK-S-1000-ML.pdf.pdf,QUICK RALLY BLACK SATIN 1000 ML ,CAR REPAIR SYSTEM S.A,,"H226,H315,H317,H319,H335,H336,H373i,P102,P210,P271,P280F,P303+P361+P353,P312,P352,P363,P501b,EUH066",
MSDS_ETFE_e.pdf.pdf,"Ethylene / Tetrafluoroethylene Copolymer (ETFE), processed with thermoplastic technologies",BOHLENDER GmbH,info@bohlender.de,Section 2 had no codes.,
MSDS_EUMARIA_EPOXYTANK_WT_A_COMP_EN_2.pdf.pdf,EUMARIA EPOXYTANK - WT A COMP,VITEX S.A.,vitexlab@vitex.gr,"H315,H317,H319,H411,P261,P264,P273,P280,P333+P313,P337+P313,P362+P364,P391,EUH205",14.10.2019
MSDS_EVA.pdf.pdf,RELENE EVA ,Reliance Industries Limited,polymer_patsupport@ril.com,Section 2 had no codes.,
msds_f09e_f10_f10_uv_f10f_uv_f10f_f13_f15_f16_f17_f17m_0.pdf.pdf,"INZEA F09 E, INZEA F10, INZEA F10 UV, INZEA F10F UV, INZEA F10F, INZEA F13,",Nurel,tecnico.nurel@samca.com,Section 2 had no codes.,10.02.2018
MSDS_F3G051N_CHROMIS-570N-NHS-ester.pdf.pdf,CHROMIS 570 N – NHS Ester,Cyanagen Srl ,info@cyanagen.it,Section 2 had no codes.,
MSDS_Fasenra_SDS20841_v2.1_2018.03.08.pdf.pdf,FASENRA ,ASTRAZENECA PTY LTD,SafetyDataSheets.AlderleyPark@astrazeneca.com,Section 2 had no codes.,
msds_fergum_HB.pdf.pdf,FERGUM HB,ORAZIO BRIGNOLA S.p.A. - Via Giovanni XXIII,gualtiero.lafratta@brignola.it,"H226,H412,P101,P102,P103,P210,P370+P378B,P501",17.10.2012
MSDS_FISHFix_EN.pdf.pdf,FISH FIXATION solution ,MoKi Analytics GmbH ,infor@moki-analytics.com,"H225,H302,H317,H319,H341,H350,P201,P210,P233,P280,P305+P351+P338,P308+P313,P333+P313",
MSDS_for_Adhesive.pdf.pdf,Old Mill Brick Basecoat/Adhesive,"ParexUSA, Inc.",technicalservice@parexusa.com,"H314,H317,H318,H335,H350,H372,P201,P202,P260,P261,P264,P270,P271,P272,P280,P301+P330+P331,P302+P352,P303+P361+P353,P304+P340,P305+P351+P338,P308+P313,P310,P312,P314,P321,P333+P313,P362+P364,P363,P403+P233,P405,P501",25.10.2019
MSDS_fuel_oil.pdf.pdf,"Fuel oil, residual, Heavy Fuel oil",Energy Trading S.A,emergency@sgs.com,"H304,H332,H350,H361d,H373,H400,H410,P201,P260,P273,P281,P301+P310,P331,EUH066",30.01.2015
msds_GALDEN_2.pdf.pdf,GALDEN SV (2) ,SOLVAY SPECIALTY POLYMERS ITALY,sds.solvay@solvay.com,P183,30.01.2014
MSDS_GasOil.pdf.pdf,Gas Oil 10ppm,G D Jones and Son ,mail@gdjones.co.uk,Section 2 had no codes.,
MSDS_Gasoline_K4-EN.PDF.pdf,Petrol K4 ,PANTA DISTRIBUZIONE S.p.A. ,info@panta.it,"H224,H225,H302,H304,H315,H319,H336,H340,H350,H361,H361d,H361f,H372,H373,H411,P102,P201,P210,P260,P262,P280,P301+P310,P301+P310,P331,P403+P233,P501",
msds_gasoline_kart_-_en.pdf.pdf,Petrol KART ,PANTA DISTRIBUZIONE S.p.A. ,info@panta.it,"H224,H225,H302,H304,H315,H319,H336,H340,H350,H361,H361d,H361f,H372,H373,H411,P102,P201,P210,P260,P262,P280,P301+P310,P301+P310,P331,P403+P233,P501",
MSDS_GELATINA_POLVERE.pdf.pdf,GELATINA POLVERE ,Perdomini-IOC S.p.A. ,info@perdomini-ioc.com,Section 2 had no codes.,13.07.2020
MSDS_GlitsaVloerpolishCLP.pdf.pdf,Glitsa Vloerpolish ,Akzo Nobel Decorative Coatings BV,HSE_NL@akzonobel.com,Section 2 had no codes.,
msds_glysantin_g30_ready_mix_50_.pdf.pdf,GLYSANTIN G30 Ready Mix/50 pink ,BASF SE ,product-safety-auto-refinery@basf.com,"H302,H373,P260,P270,P301+P312,P314,P330,P501",24.06.2019
MSDS_GraboSept_EN_rev4.pdf.pdf,GraboSept ,H-9023 Gy?r ,mail@graboplast.hu,"H226,H319,P210,P233,P240,P241,P242,P243,P305+P351+P338,P337+P313,P370+P378,P403+P235,P501",
MSDS_guaranatu_10prozent_EU.pdf.pdf,guaranatu 10%,B.M.P. Bulk Medicines & Pharmaceuticals GmbH,bmp@bmp.ag,Section 2 had no codes.,08.06.2016
MSDS_GulfSea-Cylcare-DCA-5040H-2017-02.pdf.pdf,GulfSea Cylcare DCA 5040H ,Gulf Oil Marine Ltd. 13th Floor,,Section 2 not found in PDF.,
MSDS_HADEX_v19.0_EU__GB-EN.pdf.pdf,HADEX,HATENBOER WATER,info@hatenboer-water.com,"H315,H318,H400,P101,P102,P280,P305+P351+P338+P310,P321,P501,EUH031",06.03.2018
MSDS_Hahnemuehle_Protective_Spray_EN.pdf.pdf,Hahnem?hle Protective Spray,Hahnem?hle FineArt GmbH,tfa@hahnemuehle.com,"H222,H229,H317,P102,P210,P211,P251,P280,P333+P313,P410+P412,P501",
msds_ifs-01-en.pdf.pdf,Enzyme immunoassays (various) for the determination of human antibodies ,Immunolab GmbH ,DRS@immunolab.de,Section 2 had no codes.,23.12.2009
Msds_IKOpro_SA_Bitumen_Primer-EN_1.pdf.pdf,IKOpro SA Bitumen Primer,IKO Europe nv,bert.berge@iko.eu,"H226,H335+H336,H411,P101,P102,P103,P210,P241,P261,P303+P361+P353,P403+P233,P501,EUH066",04.06.2013
MSDS_Industrial_Contact_adhesive_EN.pdf.pdf,CONTACT ADHESIVE,MONTANA COLORS,msds@montanacolors.com,"H222,H222+H229,H229,H315,H336,H411,P101,P102,P103,P210,P211,P251,P271+P260d,P273+P391+P501a,P303+P361+P353+P352+P312,P304+P340+P312,P410+P412",04.12.2015
MSDS_JA1603_AQUASORB-CT.pdf.pdf,AquaSorb C Series,"Jacobi Carbons, Inc.",msds@jacobi.net,Section 2 had no codes.,01.10.2012
msds_kit_solution.pdf.pdf,BLUESTAR FORENSIC KIT - SOLUTION,BLUESTAR.,info@bluestar-forensic.com,Section 2 had no codes.,
msds_kristalon_yellow.pdf.pdf,Kristalon Yellow,Yara Australia Pty Ltd,yaraasiapacific@yara.com,Section 2 had no codes.,
MSDS_Larvanem_25-11-2014.pdf.pdf,LARVANEM ,Koppert B.V. ,info@koppert.nl,Section 2 had no codes.,
MSDS_Leko-Alkyd-Super-White_EN-1.pdf.pdf,Leko Alkyd Super White,Orgachim AD,orgachim@orgachim.bg,"H373,H412,P101,P102,P260,P262,P301+P330+P331,EUH208",02.06.2019
MSDS-_Liquid_Marble_Fine_Smooth_Deco_EN.pdf.pdf,Liquid Marble Deco,DEVETZOGLOU LIME INDUSTRY,info@devetzoglou.gr,"H315,H318,H335,P102,P280,P302+P352,P305+P351+P338,P310,P332+P313,P403+P233,P501",22.07.2013
msds_llactide_en.pdf.pdf,FUTERRO L-LACTIDE,FUTERRO L-LACTIDE,info@futerro.com,Section 2 had no codes.,15.10.2009
MSDS_LMCG1_EN.pdf.pdf,LMCG 1,SKF MAINTENANCE PRODUCTS,sebastien.david@skf.com,Section 2 had no codes.,27.02.2014
MSDS_MasterSealNP474Limestone_en.pdf.pdf,MasterSeal NP 474 limestone TR ,BASF SE ,info.construction-chemicals@basf.com,"H334,P261,P284,P304+P340,P501,EUH204",19.09.2016
MSDS_MEDIX%20Professional%20SOFTENER%20FC%20104_EN_1528266639.pdf.pdf,MEDIX Professional SOFTENER FC 104,Mexon Ltd,info@mexon.bg,"P102,P301+P310,P305+P351+P338",07.08.2015
msds_megaelisagiardia_20181213_2.pdf.pdf,MegaELISA GIARDIA,MEGACOR Diagnostik GmbH,info@megacor.at,"H373,P260,P314,P501",
MSDS_MERBENIT_HM_21_eng.pdf.pdf,Merbenit HM21,merz+benteli ag,info@merz-benteli.ch,Section 2 had no codes.,05.03.2015
msds_meron.pdf.pdf,Meron 50 EC ,CTS Ltd. - AGRICA ,erezbn@cts.co.il,"H226,H304,H315,H317,H318,H336,H400,H410,P210,P273,P280,P301+P310,P305+P351+P338,P331",27.11.2019
MSDS_MOL%20Dynamic%20Gold%205W-30_GB.pdf.pdf,MOL Dynamic Gold 5W-30 synthetic motor oil ,MOL-LUB Lubricant Production Distribution and Service Ltd,kenoanyag@mol.hu,"H412,P273,P280,P501",
MSDS_MOL%20Litek%202EP_GB.pdf.pdf,MOL Litek 2EP lithium-calcium mixed-base lubricating grease ,MOL-LUB Lubricant Production Distribution and Service Ltd,kenoanyag@mol.hu,"P273,P501",
MSDS_MSA28.105e.pdf.pdf,Watch Grease S-6,Seiko Instruments Inc. ,watch-sc@sii.co.jp,"H412,P273,P501",22.10.2015
MSDS_Multi-Fix_898_Eng.pdf.pdf,Multi-Fix Adhesive ? Epoxy (104898),Evercoat ,marketing@evercoat.com,Section 2 had no codes.,05.11.2010
MSDS_MX-4_EN_20181026%20English.pdf.pdf,ARCTIC MX-4,ARCTIC (HK) Ltd,info@arctic.ac,Section 2 had no codes.,
MSDS_NordBit_3550_2017_EN.pdf.pdf,NordBit 35/50 ,NordBit GmbH & Co. KG ,martin.olszewski@mbholding.de,Section 2 had no codes.,
MSDS_ODR_GEL_2016_FULL_VERSION.pdf.pdf,ODR Gel Neutraliser ,Air Spectrum Environmental limited,sales@airspectrum.com,Section 2 had no codes.,06.02.2015
Msds_Oxidized%20bitumen%2095_35_EN.pdf.pdf,OXIDIZED BITUMEN 95/35 ,ORLEN Asfalt Sp. z o.o,asfalt@orlen-asfalt.pl,Section 2 had no codes.,05.11.2013
MSDS_PA12-SMOOTH.pdf.pdf,PA12 SMOOTH,Sinterit Sp. z o.o,contact@sinterit.com,Section 2 not found in PDF.,
MSDS_PAKCH22.pdf.pdf,3.25g(1.7g NaDCC) ECT POTS BIOSPOT,Hydrachem Ltd,sds@hydrachem.co.uk,"H319,H335,H400,H410,P264,P271,P273,P280,P304+P340,P305+P351+P338,P312,P337+P313,P391,P402+P404,P403+P233,P405,P501,EUH031",02.08.2017
msds_pat_gb.pdf.pdf,"CARTRIDGES - FOR TOOLS, BLANK or POWDER LOAD",DEWALT,Colin.Thirlaway@sbdinc.com,"H204,H360Df,H412,P201,P210,P250,P271,P273,P308+P311,P370+P380,P405,P501",06.10.2017
MSDS_Pegalink-gb.pdf.pdf,Pegalink,Rust-Oleum Europe - Martin Mathys NV,rpmeurohas@ro-m.com,"H411,P101,P102,P103,P273,P391,P501",
MSDS_PGR_General_Pigments.pdf.pdf,Cornelissen General Pigments (excludes pigments with cobalt,L Cornelissen & Son Ltd,,Section 2 had no codes.,
MSDS_PLA_Matte.pdf.pdf,PLA Matte ,Ngai Hing Hong Plastic Materials (Hong Kong) Limited,,Section 2 had no codes.,
MSDS_PLEXUS_MA1020_Activator_eng.pdf.pdf,MA1020 Activator,ITW Plexus,info@itwppe.eu,Section 2 had no codes.,14.10.2011
MSDS_precote_30_coating_EN.pdf.pdf,precote 30 coating,omniTECHNIK Mikroverkapselungs GmbH,contact@omnitechnik.com,Section 2 had no codes.,03.12.2018
MSDS_Pro_Rust_Effect_Red_EN.pdf.pdf,MTN PRO Rust Effect Red,MONTANA COLORS,msds@montanacolors.com,"H222,H222+H229,H229,H319,H336,P101,P102,P103,P210,P211,P251,P271,P260d,P410+P412,P501a,EUH066",30.10.2019
msds_PROTECTIVE%20100%20G12%2C%20G12%2B%2B%20and%20G13%20Concentrated%20%28820734%2C%20820872%2C%20820877%2C%20820884%2C%20820888%29_en.pdf.pdf,"PROTECTIVE 100 G12, G12++ and G13 Concentrated - 820734, 820872, 820877, 820884",Valeo Service UK Limited,vsa.uk.technical.mailbox@valeo.com,"H302,H373,P101,P102,P262,P264,P270,P301+P312,P314,P501",
MSDS_puracid_(GB).pdf.pdf,puracid,Pramol-Chemie AG,info@pramol.com,"H319,P102,P264,P280,P305+P351+P338,P337+P313",22.06.2020
MSDS_Ref_2018.2206_Orange_Oil_1_fold.pdf.pdf,Orange Oil 1-fold (ref.-no. 2018.2206),MCI Miritz Citrus Intercontinental GmbH & Co. KG,info@miritz.de,"H226,H304,H315,H317,H411,P210,P241,P261,P301+P310,P303+P361+P353,P321,P331,P362+P364,P405,P501",20.12.2018
MSDS_Ref_2018.2227_Grapefruit_Oil_Pink_5_fold.pdf.pdf,Grapefruit Oil Pink 5-fold (Ref.-no. 2018.2227),MCI Miritz Citrus Intercontinental GmbH & Co. KG,info@miritz.de,"H226,H304,H315,H317,H411,P210,P241,P261,P301+P310,P303+P361+P353,P321,P331,P362+P364,P405,P501",22.05.2018
msds_reinforced_food_contact.pdf.pdf,REINFORCED FOOD CONTACT ,Nurel,tecnico.nurel@samca.com,Section 2 had no codes.,01.12.2018
MSDS_REPSOL%20MOTO%20TRANSMISIONES%2080W90_en.pdf.pdf,REPSOL MOTO TRANSMISIONES 80W90,REPSOL LUBRICANTES Y ESPECIALIDADES,FDSRLESA@repsol.com,EUH208,
msds_RGD.pdf.pdf,RGD Peptide,Cellendes GmbH,info@cellendes.com,Section 2 had no codes.,
MSDS_rhenus%20FU%2051%20W_2015-11-11.pdf.pdf,rhenus FU 51 W ,Rhenus Lub GmbH & Co KG,sicherheitsdatenblatt@rhenusweb.de,"H319,P264,P280,P305+P351+P338,P337+P313",
MSDS_Roberson%20Stopping%20Out%20Varnish%20(1).pdf.pdf,Roberson Stopping Out,C. Roberson & Co Ltd,,"H066,H226,H304,H312,H315,H319,H332,H335,H366,H411",
MSDS_ROKU_KERAFIX-2000_EN.pdf.pdf,Kerafix 2000,Rolf Kuhn GmbH,anwendungstechnik@rolfkuhngmbh.com,Section 2 had no codes.,25.03.2019
MSDS_Rubio-Monocoat-Tannin-Primer_EN-1.pdf.pdf,Rubio Monocoat Tannin Primer,Muylle Facon - Rubio Monocoat,info@muyllefacon.be,"H319,P102,P280,P305+P351+P338,P337+P313",27.08.2018
MSDS_safety_sheet_sdps-120.pdf.pdf,CLASSIQSWABS,COPAN FLOCK TECHNOLOGIES SRL ,msds@copangroup.com,Section 2 had no codes.,12.09.2017
MSDS_-SBS099_STAR-FLUOR-Labeling-Buffer-Rev02.pdf.pdf,STAR FLUOR Labeling Buffer ,CYANAGEN S.R.L. ,technical.support@cyanagen.com,Section 2 had no codes.,21.11.2019
MSDS_Schaerer_Milk_System_Cleaner_(GB)_v4_CLP.pdf.pdf,Schaerer Milk System Cleaner ,"Urnex Brands, Inc.",info@urnex.com,Section 2 had no codes.,11.01.2012
MSDS_SelenotestELISA_StopSolution.pdf.pdf,Selenotest ELISA Stop Solution ,InVivo BioTech Services GmbH,info@invivo.de,"H315,H319,P264.1,P280,P302+P352,P305+P351+P338,P332+P313,P337+P313,P362,P363",
MSDS_SEW_GearOil_Base_320_E1_DE_EN_1_2.pdf.pdf,SEW GEAROIL BASE 320 E1 ,SEW-EURODRIVE GmbH & Co KG ,sew@sew-eurodrive.de,Section 2 had no codes.,18.04.2018
msds_sherakfo_gips_english.pdf.pdf,SHERAKFO-GIPS,SHERA Werkstoff-Technologie GmbH & Co. KG,sdb@shera.de,Section 2 had no codes.,18.04.2017
MSDS_Sikaflex_Pro_3_.pdf.pdf,Sikaflex PRO-3 ,Sika Deutschland GmbH ,EHS@de.sika.com,"H317,P101,P102,P261,P280,P302+P352,P501,EUH204",08.01.2016
MSDS_SK-N003-1z.pdf.pdf,SOLVIAS Ligand SK-N003-1z,Solvias AG,hse@solvias.com,Section 2 had no codes.,08.12.2010
MSDS_smartclean-wipe_EN_6-00_n.pdf.pdf,smartclean wipe,DETAX GmbH & Co. KG,post@detax.de,"P101,P102,P103,EUH208,EUH210",15.07.2016
msds_solder_lv_flux_en_rel._2.pdf.pdf,SOLDERS WITH FLUX,Nobil Metal Spa ,contact@nobilmetal.it,Section 2 had no codes.,
MSDS_SR100_UK.pdf.pdf,SR-100,"Stratasys, Inc.",info@csb-online.de,Section 2 had no codes.,
MSDS_StahLith_L.pdf.pdf,StahLith L ,Salzgitter Flachstahl GmbH,szfg.reach@salzgitter-ag.de,Section 2 had no codes.,25.01.2017
MSDS_T020_SDS.pdf.pdf,Ticarcillin disodium w/ Clavulanate potassium (151),Name TOKU-E Company,info@toku-e.com,"H228,H252,H317,H334,H335,P210,P235,P240,P241,P261,P271,P272,P280,P284,P302+P352,P304+P340,P312,P321,P333+P313,P342+P311,P362+P364,P370+P378,P403+P233,P405,P407,P420,P501",
MSDS_Tefcote_N4000HRX_Base.pdf.pdf,Tefcote N4000HRX Base,TEFCOTE SURFACE SYSTEMS,office@tefcote.co.uk,H318,11.04.2017
MSDS_TPV_AM169A.pdf.pdf,AM169/A W2017 CRY,TPV Compound Srl,msds@tpvcompound.com,Section 2 had no codes.,
msds_twister_fabric-softener-good-feel_clp.pdf.pdf,TWISTER FABRIC SOFTENER ,UNION COSMETIC spol. s r.o,info@unioncosmetic.cz,"P101,P102",
msds_unica_anterior.pdf.pdf,Unica anterior,Polydentia SA ,info@polydentia.com,Section 2 not found in PDF.,
msds_unreinforced_flame_retardant_rev.1__2.pdf.pdf,UNREINFORCED FLAME RETARDANT ,Nurel,tecnico.nurel@samca.com,"H373,P260,P314,P501",07.05.2018
MSDS_VELOSIT_LE_910_EN_4518.pdf.pdf,VELOSIT LE 910 ,VELOSIT GmbH & Co. KG ,,"EUH208,EUH210",
MSDS_VELOSIT_PR303_A-K._EN.pdf.pdf,VELOSIT PR 303 (A-Component) ,VELOSIT GmbH & Co. KG ,info@velosit.de,"H315,H317,H319,H412,P261,P280,P305+P351+P338,P332+P313,P363,P501",24.10.2014
MSDS_VIR-MEXON-Antibakterielles-Handgel_EN_V3.pdf.pdf,VIR Mexon Antibacterial Hand Gel,Mexon Ltd,info@mexon.bg,"H226,P102,P210,P305,P312,P501",19.03.2015
MSDS_Xenum_Eco_Pro_DX1_0w20_en.pdf.pdf,Xenum Eco Pro DX1 0w20 ,Xenum NV ,info@xenum.be,EUH210,05.11.2018
msds_xylocaineinjections.pdf.pdf,XYLOCAINE SOLUT ION FOR INJECT IONS ,ASPEN PHARMACARE Em ergency,,Section 2 had no codes.,
msds_yuasa.pdf.pdf,Valve Regulated Lead-Acid (VRLA) Industrial Battery ,GS Yuasa Battery Sales UK Ltd,mike.taylor@yuasaeurope.com,Section 2 had no codes.,
MSDS_Zementschleierentferner_-GB-.pdf.pdf,Zementschleierentferner,Cleanfix,info@cleanfix.com,"H314,H318,P102,P305+P351+P338,P310,P405,P501",28.08.2020
msds_zuiver_kleur_pigment_rood_CI%2012490-KZP05.pdf.pdf,ROUGE COVANOR W 3619,Sensient Cosmetic Technologies,msds@sensient-cosmetics.com,Section 2 had no codes.,
MSDS-01000B.pdf.pdf,Motor Oil 20W-50 Multi Grade Classic,MPM International Oil Company,msds@mpmoil.nl,EUH210,17.10.2019
MSDS-04000HM.pdf.pdf,Motor Oil 10W-40 Semi Synthetic Higher Mileage,MPM International Oil Company,msds@mpmoil.nl,"H412,P273,P501,EUH210",12.11.2019
MSDS-04000S.pdf.pdf,Motor Oil 10W-40 Semi Synthetic SN,MPM International Oil Company,msds@mpmoil.nl,EUH210,03.07.2019
MSDS-05000C4.pdf.pdf,Motor Oil 5W-30 Premium Synthetic C4 Renault,MPM International Oil Company,msds@mpmoil.nl,EUH210,03.07.2019
